"Accepted Symbol","Synonym Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents"
"SOSIS3","SONE4","Solidago neomexicana","","Solidago","","neomexicana","","","","","","","","","","","(A. Gray) Wooton & Standl.","","","",""
"SOSIS3","SOSPG2","Solidago spathulata ssp. glutinosa","","Solidago","","spathulata","ssp.","","glutinosa","","","","","","","","DC.","(Nutt.) D.D. Keck","","",""
"SOSIS3","SOSPN2","Solidago spathulata var. neomexicana","","Solidago","","spathulata","","","","var.","","neomexicana","","","","","DC.","(A. Gray) Cronquist","","",""
"SONCH","","Sonchus","","Sonchus","","","","","","","","","","","","","","","","",""
"SOAR2","","Sonchus arvensis","","Sonchus","","arvensis","","","","","","","","","","","L.","","","",""
"SOARU","","Sonchus arvensis ssp. uliginosus","","Sonchus","","arvensis","ssp.","","uliginosus","","","","","","","","L.","(M. Bieb.) Nyman","","",""
"SOARU","SOARG","Sonchus arvensis var. glabrescens","","Sonchus","","arvensis","","","","var.","","glabrescens","","","","","L.","Guenth., Grab. & Wimm.","","",""
"SOARU","SOUL5","Sonchus uliginosus","","Sonchus","","uliginosus","","","","","","","","","","","M. Bieb.","","","",""
"SOAS","","Sonchus asper","","Sonchus","","asper","","","","","","","","","","","(L.) Hill","","","",""
"SOAS","SOASA2","Sonchus asper ssp. asper","","Sonchus","","asper","ssp.","","asper","","","","","","","","(L.) Hill","(L.) Hill","","",""
"SOAS","SOASG2","Sonchus asper ssp. glaucescens","","Sonchus","","asper","ssp.","","glaucescens","","","","","","","","(L.) Hill","(Jord.) J. Ball","","",""
"SOAS","SONY2","Sonchus nymanii","","Sonchus","","nymanii","","","","","","","","","","","Tineo & Guss.","","","",""
"SOOL","","Sonchus oleraceus","","Sonchus","","oleraceus","","","","","","","","","","","L.","","","",""
"SORBA","","Sorbaria","","Sorbaria","","","","","","","","","","","","","","","","",""
"SOSO2","","Sorbaria sorbifolia","","Sorbaria","","sorbifolia","","","","","","","","","","","(L.) A. Braun","","","",""
"SOSO2","SCSO","Schizonotus sorbifolius","","Schizonotus","","sorbifolius","","","","","","","","","","","(L.) Lindl.","","","",""
"SOSO2","SOSOS","Sorbaria sorbifolia var. stellipila","","Sorbaria","","sorbifolia","","","","var.","","stellipila","","","","","(L.) A. Braun","Maxim.","","",""
"SOSO2","SPSO","Spiraea sorbifolia","","Spiraea","","sorbifolia","","","","","","","","","","","L.","","","",""
"SORBU","","Sorbus","","Sorbus","","","","","","","","","","","","","","","","",""
"SOAU","","Sorbus aucuparia","","Sorbus","","aucuparia","","","","","","","","","","","L.","","","",""
"SOAU","PYAU","Pyrus aucuparia","","Pyrus","","aucuparia","","","","","","","","","","","(L.) Gaertn.","","","",""
"SOAU","SOAUX2","Sorbus aucuparia var. xanthocarpa","","Sorbus","","aucuparia","","","","var.","","xanthocarpa","","","","","L.","Hartwig & Rümpler","","",""
"SOSA3","","Sorbus sambucifolia","","Sorbus","","sambucifolia","","","","","","","","","","","(Cham. & Schltdl.) M. Roem.","","","",""
"SOSC2","","Sorbus scopulina","","Sorbus","","scopulina","","","","","","","","","","","Greene","","","",""
"SOSCS","","Sorbus scopulina var. scopulina","","Sorbus","","scopulina","","","","var.","","scopulina","","","","","Greene","Greene","","",""
"SOSI2","","Sorbus sitchensis","","Sorbus","","sitchensis","","","","","","","","","","","M. Roem.","","","",""
"SOSIG","","Sorbus sitchensis var. grayi","","Sorbus","","sitchensis","","","","var.","","grayi","","","","","M. Roem.","(Wenzig) C.L. Hitchc.","","",""
"SOSIG","SOOC3","Sorbus occidentalis","","Sorbus","","occidentalis","","","","","","","","","","","(S. Watson) Greene","","","",""
"SOSIG","SOSIG3","Sorbus sitchensis ssp. grayi","","Sorbus","","sitchensis","ssp.","","grayi","","","","","","","","M. Roem.","(Wenzig) Calder & Roy L. Taylor","","",""
"SOSIS2","","Sorbus sitchensis var. sitchensis","","Sorbus","","sitchensis","","","","var.","","sitchensis","","","","","M. Roem.","M. Roem.","","",""
"SOSIS2","PYSI2","Pyrus sitchensis","","Pyrus","","sitchensis","","","","","","","","","","","(M. Roem.) Piper","","","",""
"SPARG","","Sparganium","","Sparganium","","","","","","","","","","","","","","","","",""
"SPAN2","","Sparganium angustifolium","","Sparganium","","angustifolium","","","","","","","","","","","Michx.","","","",""
"SPAN2","SPEMA","Sparganium emersum var. angustifolium","","Sparganium","","emersum","","","","var.","","angustifolium","","","","","Rehmann","(Michx.) Roy L. Taylor & MacBryde","","",""
"SPAN2","SPEMM","Sparganium emersum var. multipedunculatum","","Sparganium","","emersum","","","","var.","","multipedunculatum","","","","","Rehmann","(Morong) Reveal","","",""
"SPAN2","SPMU3","Sparganium multipedunculatum","","Sparganium","","multipedunculatum","","","","","","","","","","","(Morong) Rydb.","","","",""
"SPEM2","","Sparganium emersum","","Sparganium","","emersum","","","","","","","","","","","Rehmann","","","",""
"SPEM2","SPAC","Sparganium acaule","","Sparganium","","acaule","","","","","","","","","","","(Beeby ex Macoun) Rydb.","","","",""
"SPEM2","SPCH","Sparganium chlorocarpum","","Sparganium","","chlorocarpum","","","","","","","","","","","Rydb.","","","",""
"SPEM2","SPCHA","Sparganium chlorocarpum var. acaule","","Sparganium","","chlorocarpum","","","","var.","","acaule","","","","","Rydb.","(Beeby ex Macoun) Fernald","","",""
"SPEM2","SPEME2","Sparganium emersum ssp. emersum","","Sparganium","","emersum","ssp.","","emersum","","","","","","","","Rehmann","Rehmann","","",""
"SPEM2","SPSI","Sparganium simplex","","Sparganium","","simplex","","","","","","","","","","","Huds.","","","",""
"SPHY","","Sparganium hyperboreum","","Sparganium","","hyperboreum","","","","","","","","","","","Beurling ex Laest.","","","",""
"SPNA","","Sparganium natans","","Sparganium","","natans","","","","","","","","","","","L.","","","",""
"SPNA","SPMI","Sparganium minimum","","Sparganium","","minimum","","","","","","","","","","","Wallr.","","","",""
"SPNA","SPMI13","Sparganium minimum","","Sparganium","","minimum","","","","","","","","","","","(L.) Fr., nom. illeg.","","","",""
"SPNA","SPNAM","Sparganium natans var. minimum","","Sparganium","","natans","","","","var.","","minimum","","","","","L.","L.","","",""
"SPERG","","Spergula","","Spergula","","","","","","","","","","","","","","","","",""
"SPAR","","Spergula arvensis","","Spergula","","arvensis","","","","","","","","","","","L.","","","",""
"SPAR","SPARA3","Spergula arvensis ssp. arvensis","","Spergula","","arvensis","ssp.","","arvensis","","","","","","","","L.","L.","","",""
"SPAR","SPARS2","Spergula arvensis ssp. sativa","","Spergula","","arvensis","ssp.","","sativa","","","","","","","","L.","(Boenn.) Celak.","","",""
"SPAR","SPARS","Spergula arvensis var. sativa","","Spergula","","arvensis","","","","var.","","sativa","","","","","L.","(Boenn.) Mert. & W.D.J. Koch","","",""
"SPAR","SPSA6","Spergula sativa","","Spergula","","sativa","","","","","","","","","","","Boenn.","","","",""
"SPERG2","","Spergularia","","Spergularia","","","","","","","","","","","","","","","","",""
"SPCA3","","Spergularia canadensis","","Spergularia","","canadensis","","","","","","","","","","","(Pers.) G. Don","","","",""
"SPCAC","","Spergularia canadensis var. canadensis","","Spergularia","","canadensis","","","","var.","","canadensis","","","","","(Pers.) G. Don","(Pers.) G. Don","","",""
"SPCAC","TICA4","Tissa canadensis","","Tissa","","canadensis","","","","","","","","","","","(Pers.) Britton","","","",""
"SPCAO","","Spergularia canadensis var. occidentalis","","Spergularia","","canadensis","","","","var.","","occidentalis","","","","","(Pers.) G. Don","R.P. Rossb.","","",""
